# Time	Values[F16BP_obs]	Values[Glu_obs]	Values[Pyr_obs]	[Glc(ext)]_0	
0	3.32251	0.0967325	2.07659	4	
0.02	3.86721	0.120728	1.81353	4	
0.04	3.93869	0.0834912	2.03246	4	
0.06	3.8543	0.0971514	1.35587	4	
0.08	3.04189	0.0855341	1.79113	4	
0.1	3.24295	0.0883618	1.87537	4	
0.12	2.50539	0.098557	1.49322	4	
0.14	3.10675	0.0938483	1.88837	4	
0.16	2.60554	0.100901	1.47724	4	
0.18	2.42897	0.0914221	1.89004	4	
0.2	2.48878	0.10095	1.54825	4	
0.22	2.73102	0.0914336	1.93228	4	
0.24	1.91522	0.100758	1.55404	4	
0.26	2.17795	0.0859975	1.64586	4	
0.28	2.27011	0.101277	1.78212	4	
0.3	1.9381	0.105791	1.87802	4	
0.32	1.83014	0.104142	1.53662	4	
0.34	1.78685	0.100413	1.51422	4	
0.36	1.43264	0.107562	1.84908	4	
0.38	1.66172	0.119981	1.68894	4	
0.4	1.44237	0.115291	1.62302	4	
0.42	1.26923	0.130096	1.84067	4	
0.44	1.23068	0.117255	1.71754	4	
0.46	1.18713	0.135569	1.75249	4	
0.48	1.18267	0.1061	1.36259	4	
0.5	1.10721	0.126307	1.29503	4	
0.52	1.42639	0.126922	1.34487	4	
0.54	0.97614	0.120102	1.46337	4	
0.56	1.10129	0.134824	1.78937	4	
0.58	1.05471	0.139116	1.34747	4	
0.6	0.920849	0.143875	1.41619	4	
0.62	1.03482	0.134476	1.2931	4	
0.64	1.04929	0.150398	1.45177	4	
0.66	0.779312	0.149037	1.44439	4	
0.68	1.02956	0.14311	1.3577	4	
0.7	0.929373	0.137379	1.62141	4	
0.72	0.888289	0.126046	1.49679	4	
0.74	0.859369	0.161888	1.32369	4	
0.76	0.827926	0.166015	1.28481	4	
0.78	0.955723	0.154893	1.53559	4	
0.8	0.897208	0.175898	1.28227	4	
0.82	0.910241	0.149711	1.45492	4	
0.84	0.752788	0.168565	1.47454	4	
0.86	0.913454	0.185312	1.38662	4	
0.88	0.835284	0.15898	1.37104	4	
0.9	0.773772	0.196929	1.40422	4	
0.92	0.769842	0.16808	1.31469	4	
0.94	0.890441	0.158239	1.38572	4	
0.96	0.626133	0.19068	1.64859	4	
0.98	0.887954	0.172134	1.4243	4	
1	0.782985	0.18354	1.21285	4	
1.02	0.893837	0.155962	1.45587	4	
1.04	0.834951	0.170793	1.36833	4	
1.06	0.906575	0.182531	1.48392	4	
1.08	0.833252	0.18084	1.43933	4	
1.1	0.735812	0.179816	1.50078	4	
1.12	0.842678	0.216941	1.35534	4	
1.14	0.61073	0.175607	1.50244	4	
1.16	0.756783	0.171921	1.32004	4	
1.18	0.700007	0.154255	1.24325	4	
1.2	0.871756	0.180669	1.19732	4	
1.22	0.899565	0.183981	1.29029	4	
1.24	0.737177	0.160441	1.52832	4	
1.26	0.746533	0.185927	1.41936	4	
1.28	0.988032	0.166233	1.41345	4	
1.3	0.811236	0.162568	1.21173	4	
1.32	0.790579	0.188504	1.14201	4	
1.34	0.826823	0.165465	1.53297	4	
1.36	0.778926	0.16446	1.48999	4	
1.38	0.785799	0.169117	1.56552	4	
1.4	0.808156	0.170016	1.45029	4	
1.42	0.866195	0.165255	1.47303	4	
1.44	0.803466	0.201686	1.45413	4	
1.46	0.821536	0.166584	1.40057	4	
1.48	0.723422	0.182732	1.51765	4	
1.5	0.931245	0.2065	1.55076	4	
1.52	0.824188	0.192844	1.34379	4	
1.54	0.819622	0.181982	1.33171	4	
1.56	0.773365	0.218248	1.47243	4	
1.58	0.660409	0.143464	1.53215	4	
1.6	0.706977	0.187361	1.30472	4	
1.62	0.812236	0.175881	1.33078	4	
1.64	0.800759	0.201106	1.53224	4	
1.66	0.848046	0.185986	1.40963	4	
1.68	0.724915	0.169718	1.40856	4	
1.7	0.865268	0.168549	1.40637	4	
1.72	0.818555	0.184213	1.43463	4	
1.74	0.856774	0.187239	1.30419	4	
1.76	0.770999	0.162443	1.3093	4	
1.78	0.882714	0.139035	1.07279	4	
1.8	0.838803	0.163835	1.45165	4	
1.82	0.795754	0.207391	1.16795	4	
1.84	0.788502	0.157072	1.53715	4	
1.86	0.662482	0.20483	1.17717	4	
1.88	0.857369	0.197929	1.45731	4	
1.9	0.829686	0.184602	1.1536	4	
1.92	0.774873	0.177516	1.26083	4	
1.94	0.839617	0.160767	1.27614	4	
1.96	0.72587	0.158874	1.65203	4	
1.98	0.930229	0.20961	1.41245	4	
2	0.831937	0.192604	1.43736	4	
